Month,Judet Destinatar OPS,Categorie Cerc Livrare,Localitate Destinatar,Tip Trimitere,Colet eligibil locker,Nr Total AWB
10,Gorj,Cerc 1,Steic,Negre,Da,10
10,Caras-Severin,Cerc 3,Steierdorf,Negre,Da,4
10,Arad,Cerc 3,Stejar,Negre,Da,7
10,Hunedoara,Cerc 1,Stejarel,Negre,Da,3
10,Mures,Cerc 1,Stejarenii,Negre,Da,8
10,Gorj,Cerc 3,Stejari,Negre,Da,62
10,Arges,Cerc 1,Stejari,Negre,Da,3
10,Iasi,Cerc 3,Stejarii,Negre,Da,3
10,Sibiu,Cerc 3,Stejarisu,Negre,Da,24
10,Neamt,Cerc 1,Stejaru,Negre,Da,50
10,Neamt,Cerc 3,Stejaru,Negre,Da,43
10,Prahova,Cerc 1,Stejaru,Negre,Da,41
10,Giurgiu,Cerc 1,Stejaru,Negre,Da,40
10,Teleorman,Cerc 3,Stejaru,Negre,Da,34
10,Tulcea,Cerc 3,Stejaru,Negre,Da,23
10,Ialomita,Cerc 1,Stejaru,Negre,Da,19
10,Vaslui,Cerc 1,Stejaru,Negre,Da,19
10,Mehedinti,Cerc 3,Stejaru,Negre,Da,13
10,Teleorman,Cerc 1,Stejaru,Negre,Da,12
10,Bacau,Cerc 1,Stejaru,Negre,Da,8
10,Constanta,Cerc 3,Stejaru,Negre,Da,5
10,Gorj,Cerc 3,Stejaru,Negre,Da,5
10,Olt,Cerc 1,Stejaru,Negre,Da,1
10,Maramures,Cerc 1,Stejera,Negre,Da,1
10,Gorj,Cerc 1,Stejerei,Negre,Da,5
10,Mures,Cerc 1,Stejeris,Negre,Da,26
10,Cluj,Cerc 1,Stejeris,Negre,Da,10
10,Ialomita,Cerc 3,Stelnica,Negre,Da,84
10,Sibiu,Cerc 1,Stenea,Negre,Da,3
10,Giurgiu,Cerc 1,Sterea,Negre,Da,17
10,Gorj,Cerc 3,Sterpoaia,Negre,Da,8
10,Poznanski,Resedinta,Steszew,Negre,Da,1
10,Iasi,Cerc 3,Sticlaria,Negre,Da,81
10,Galati,Cerc 1,Stietesti,Negre,Da,7
10,Mehedinti,Cerc 3,Stignita,Negre,Da,4
10,Caras-Severin,Cerc 3,Stinapari,Negre,Da,10
10,Vaslui,Cerc 1,Stioborani,Negre,Da,14
10,Suceava,Cerc 1,Stirbat,Negre,Da,29
10,Valcea,Cerc 3,Stirbesti,Negre,Da,2
10,Mehedinti,Cerc 3,Stircovita,Negre,Da,1
10,Buzau,Cerc 1,Stiubei,Negre,Da,28
10,Botosani,Cerc 1,Stiubieni,Negre,Da,71
10,Timis,Cerc 1,Stiuca,Negre,Da,154
10,Olt,Cerc 3,Stoborasti,Negre,Da,21
10,Giurgiu,Cerc 1,Stoenesti,Negre,Da,495
10,Valcea,Cerc 3,Stoenesti,Negre,Da,315
10,Olt,Cerc 1,Stoenesti,Negre,Da,139
10,Arges,Cerc 1,Stoenesti,Negre,Da,117
10,Prahova,Cerc 1,Stoenesti,Negre,Da,89
10,Cluj,Cerc 1,Stoiana,Negre,Da,14
10,Olt,Cerc 1,Stoicanesti,Negre,Da,130
10,Valcea,Cerc 1,Stoicanesti,Negre,Da,6
10,Galati,Cerc 1,Stoicani,Negre,Da,47
10,Maramures,Cerc 3,Stoiceni,Negre,Da,9
10,Valcea,Cerc 3,Stoiculesti,Negre,Da,7
10,Hunedoara,Cerc 1,Stoieneasa,Negre,Da,1
10,Valcea,Cerc 3,Stoilesti,Negre,Da,44
10,Gorj,Cerc 3,Stoina,Negre,Da,108
10,Arad,Cerc 3,Stoinesti,Negre,Da,6
10,Vaslui,Cerc 1,Stoisesti,Negre,Da,24
10,Cluj,Cerc 1,Stolna,Negre,Da,27
10,Valcea,Cerc 1,Stolniceni,Negre,Da,25
10,Botosani,Cerc 1,Stolniceni,Negre,Da,4
10,Iasi,Cerc 1,Stolniceni-Prajescu,Negre,Da,77
10,Arges,Cerc 3,Stolnici,Negre,Da,84
10,Gorj,Cerc 1,Stolojani,Negre,Da,25
10,Botosani,Cerc 1,Storesti,Negre,Da,36
10,Iasi,Cerc 1,Stornesti,Negre,Da,35
10,Teleorman,Cerc 1,Storobaneasa,Negre,Da,88
10,Bihor,Cerc 1,Stracos,Negre,Da,12
10,Botosani,Cerc 1,Strahotin,Negre,Da,15
10,Suceava,Cerc 3,Straja,Negre,Da,851
10,Bacau,Cerc 3,Straja,Negre,Da,27
10,Neamt,Cerc 1,Straja,Negre,Da,24
10,Alba,Cerc 1,Straja,Negre,Da,11
10,Cluj,Cerc 1,Straja,Negre,Da,6
10,Constanta,Cerc 1,Straja,Negre,Da,1
10,Vrancea,Cerc 1,Strajescu,Negre,Da,6
10,Bistrita-Nasaud,Cerc 1,Stramba,Negre,Da,20
10,Gorj,Cerc 1,Stramba-Jiu,Negre,Da,60
10,Gorj,Cerc 1,Stramba-Vulcan,Negre,Da,13
10,Arges,Cerc 3,Strambeni,Negre,Da,18
10,Arges,Cerc 1,Strambeni,Negre,Da,6
10,Cluj,Cerc 3,Strambu,Negre,Da,8
10,Maramures,Cerc 3,Strambu-Baiut,Negre,Da,14
10,Bacau,Cerc 1,Straminoasa,Negre,Da,8
10,Gorj,Cerc 3,Stramtu,Negre,Da,13
10,Maramures,Cerc 3,Stramtura,Negre,Da,121
10,Suceava,Cerc 3,Stramtura,Negre,Da,16
10,Vaslui,Cerc 1,Stramtura-Mitoc,Negre,Da,23
10,Vrancea,Cerc 1,Straoane,Negre,Da,115
10,Prahova,Cerc 1,Straosti,Negre,Da,16
10,Dambovita,Cerc 1,Straosti,Negre,Da,15
10,Botosani,Cerc 1,Strateni,Negre,Da,27
10,Mehedinti,Cerc 3,Strehaia,Negre,Da,"1,235"
10,Hunedoara,Cerc 1,Strei,Negre,Da,18
10,Hunedoara,Cerc 1,Strei-Sacel,Negre,Da,6
10,Hunedoara,Cerc 1,Streisangeorgiu,Negre,Da,226
10,Olt,Cerc 1,Strejesti,Negre,Da,70
10,Olt,Cerc 1,Strejestii de Sus,Negre,Da,73
10,Prahova,Cerc 1,Strejnicu,Negre,Da,"2,955"
10,Valcea,Cerc 3,Streminoasa,Negre,Da,11
10,Alba,Cerc 1,Stremt,Negre,Da,123
10,Maramures,Cerc 3,Stremt,Negre,Da,12
10,Hunedoara,Cerc 3,Stretea,Negre,Da,3
10,Buzau,Cerc 3,Strezeni,Negre,Da,24
10,Valcea,Cerc 3,Stroesti,Negre,Da,81
10,Arges,Cerc 3,Stroesti,Negre,Da,33
10,Mehedinti,Cerc 3,Stroesti,Negre,Da,11
10,Iasi,Cerc 3,Stroesti,Negre,Da,7
10,Suceava,Cerc 1,Stroiesti,Negre,Da,122
10,Botosani,Cerc 1,Stroiesti,Negre,Da,12
10,Gorj,Cerc 1,Stroiesti,Negre,Da,5
10,Vaslui,Cerc 3,Stroiesti,Negre,Da,5
10,Cluj,Cerc 1,Strucut,Negre,Da,1
10,Bacau,Cerc 1,Strugari,Negre,Da,40
10,Bistrita-Nasaud,Cerc 3,Strugureni,Negre,Da,5
10,Iasi,Cerc 1,Strunga,Negre,Da,36
10,Constanta,Cerc 3,Strunga,Negre,Da,5
10,Alba,Cerc 3,Strungari,Negre,Da,12
10,Dambovita,Cerc 1,Stubeie Tisa,Negre,Da,10
10,Prahova,Cerc 1,Stubeiu,Negre,Da,18
10,Olt,Cerc 1,Studina,Negre,Da,109
10,Mehedinti,Cerc 3,Studina,Negre,Da,2
10,Olt,Cerc 1,Studinita,Negre,Da,56
10,Bacau,Cerc 1,Stufu,Negre,Da,6
10,Vaslui,Cerc 3,Stuhulet,Negre,Da,6
10,Suceava,Cerc 3,Stulpicani,Negre,Da,234
10,Valcea,Cerc 1,Stuparei,Negre,Da,26
10,Constanta,Cerc 3,Stupina,Negre,Da,36
10,Bistrita-Nasaud,Cerc 3,Stupini,Negre,Da,13
10,Salaj,Cerc 3,Stupini,Negre,Da,4
10,Brasov,Cerc 1,Stupinii Prejmerului,Negre,Da,33
10,Cluj,Cerc 1,Suaras,Negre,Da,5
10,Cluj,Cerc 1,Suatu,Negre,Da,55
10,Harghita,Cerc 3,Sub Cetate,Negre,Da,45
10,Salaj,Cerc 3,Sub Cetate,Negre,Da,26
10,Cluj,Cerc 3,Sub Coasta,Negre,Da,36
10,Valcea,Cerc 3,Sub Deal,Negre,Da,1
10,Caras-Severin,Cerc 3,Sub Margine,Negre,Da,3
10,Alba,Cerc 3,Sub Piatra,Negre,Da,1
10,Caras-Severin,Cerc 3,Sub Plai,Negre,Da,2
10,Harghita,Cerc 3,Subcetate,Negre,Da,102
10,Hunedoara,Cerc 3,Subcetate,Negre,Da,32
10,Bihor,Cerc 1,Subpiatra,Negre,Da,18
10,Cluj,Cerc 1,Suceagu,Negre,Da,169
10,Suceava,Resedinta,Suceava,Negre,Da,"29,916"
10,Galati,Cerc 3,Suceveni,Negre,Da,41
10,Vaslui,Cerc 1,Suceveni,Negre,Da,3
10,Suceava,Cerc 3,Sucevita,Negre,Da,178
10,Buzau,Cerc 3,Suchea,Negre,Da,1
10,Maramures,Cerc 3,Suciu de Jos,Negre,Da,38
10,Maramures,Cerc 3,Suciu de Sus,Negre,Da,169
10,Cluj,Cerc 1,Sucutard,Negre,Da,24
10,Ialomita,Cerc 1,Suditi,Negre,Da,98
10,Buzau,Cerc 1,Suditi,Negre,Da,69
10,Timis,Cerc 1,Sudrias,Negre,Da,18
10,Bihor,Cerc 3,Sudrigiu,Negre,Da,34
10,Dambovita,Cerc 1,Suduleni,Negre,Da,30
10,Satu Mare,Cerc 3,Sudurau,Negre,Da,13
10,Alba,Cerc 3,Sugag,Negre,Da,259
10,Maramures,Cerc 3,Sugau,Negre,Da,51
10,Teleorman,Cerc 1,Suhaia,Negre,Da,123
10,Botosani,Cerc 1,Suharau,Negre,Da,80
10,Dolj,Cerc 3,Suharu,Negre,Da,9
10,Mehedinti,Cerc 1,Suharu,Negre,Da,4
10,Iasi,Cerc 3,Suhulet,Negre,Da,27
10,Galati,Cerc 1,Suhurlui,Negre,Da,43
10,Olt,Cerc 1,Suica,Negre,Da,5
10,Arges,Cerc 3,Suici,Negre,Da,65
10,Valcea,Cerc 3,Suiesti,Negre,Da,2
10,Bihor,Cerc 3,Suiug,Negre,Da,14
10,Fejér,Resedinta,Sukoró,Negre,Da,3
10,Bács-Kiskun,Resedinta,Sükösd,Negre,Da,5
10,Vaslui,Cerc 3,Suletea,Negre,Da,41
10,Hunedoara,Cerc 1,Sulighete,Negre,Da,21
10,Botosani,Cerc 1,Sulita,Negre,Da,99
10,Wadowicki,Resedinta,Sulkowice,Negre,Da,1
10,Zamojski,Resedinta,Sulów,Negre,Da,2
10,Bacau,Cerc 3,Sulta,Negre,Da,11
10,Calarasi,Cerc 1,Sultana,Negre,Da,72
10,Dambovita,Cerc 1,Sultanu,Negre,Da,9
10,Pest,Resedinta,"Sülysáp, Tápiósáp",Negre,Da,107
10,Pest,Resedinta,"Sülysáp, Tápiósüly",Negre,Da,7
10,Salaj,Cerc 3,Sumal,Negre,Da,33
10,Dolj,Cerc 3,Sumandra,Negre,Da,1
10,Veszprém,Resedinta,Sümeg,Negre,Da,72
10,Zala,Resedinta,Sümegcsehi,Negre,Da,1
10,Veszprém,Resedinta,Sümegprága,Negre,Da,1
10,Caras-Severin,Cerc 3,Sumita,Negre,Da,3
10,Baranya,Resedinta,Sumony,Negre,Da,1
10,Bihor,Cerc 3,Sumugiu,Negre,Da,19
10,Cluj,Cerc 1,Sumurducu,Negre,Da,6
10,Suceava,Cerc 3,Sunatori,Negre,Da,3
10,Bihor,Cerc 3,Suncuis,Negre,Da,28
10,Bihor,Cerc 1,Suncuius,Negre,Da,151
10,Botosani,Cerc 1,Supitca,Negre,Da,20
10,Mures,Cerc 1,Suplac,Negre,Da,48
10,Bihor,Cerc 3,Suplacu de Barcau,Negre,Da,233
10,Bihor,Cerc 3,Suplacu de Tinca,Negre,Da,11
10,Bistrita-Nasaud,Cerc 3,Suplai,Negre,Da,20
10,Satu Mare,Cerc 3,Supur,Negre,Da,4
10,Satu Mare,Cerc 3,Supuru de Jos,Negre,Da,79
10,Satu Mare,Cerc 3,Supuru de Sus,Negre,Da,20
10,Komárom-Esztergom,Resedinta,Súr,Negre,Da,1
10,Gorj,Cerc 3,Sura,Negre,Da,7
10,Sibiu,Cerc 1,Sura Mare,Negre,Da,"1,599"
10,Sibiu,Cerc 1,Sura Mica,Negre,Da,"1,307"
10,Vrancea,Cerc 1,Suraia,Negre,Da,521
10,Prahova,Cerc 1,Surani,Negre,Da,153
10,Bialostocki,Resedinta,Suraz,Negre,Da,1
10,Covasna,Cerc 3,Surcea,Negre,Da,22
10,Zala,Resedinta,Surd,Negre,Da,1
10,Maramures,Cerc 1,Surdesti,Negre,Da,94
10,Prahova,Cerc 3,Surdesti,Negre,Da,2
10,Braila,Cerc 3,Surdila-Gaiseanca,Negre,Da,77
10,Braila,Cerc 3,Surdila-Greci,Negre,Da,25
10,Salaj,Cerc 1,Surduc,Negre,Da,134
10,Cluj,Cerc 1,Surduc,Negre,Da,30
10,Bihor,Cerc 1,Surduc,Negre,Da,13
10,Caras-Severin,Cerc 3,Surducu Mare,Negre,Da,21
10,Timis,Cerc 1,Surducu Mic,Negre,Da,11
10,Arges,Cerc 3,Surdulesti,Negre,Da,29
10,Valcea,Cerc 1,Suricaru,Negre,Da,1
10,Bacau,Cerc 1,Surina,Negre,Da,6
10,Bucuresti & Ilfov,Resedinta,Surlari,Negre,Da,32
10,Valcea,Cerc 1,Surpatele,Negre,Da,8
10,Valcea,Cerc 1,Surpati,Negre,Da,1
10,Arad,Cerc 3,Susag,Negre,Da,17
10,Valcea,Cerc 3,Susani,Negre,Da,56
10,Timis,Cerc 1,Susani,Negre,Da,25
10,Arad,Cerc 3,Susani,Negre,Da,17
10,Caras-Severin,Cerc 3,Susca,Negre,Da,34
10,Harghita,Cerc 1,Suseni,Negre,Da,213
10,Mures,Cerc 1,Suseni,Negre,Da,133
10,Arges,Cerc 3,Suseni,Negre,Da,81
10,Arges,Cerc 1,Suseni,Negre,Da,26
10,Giurgiu,Cerc 1,Suseni,Negre,Da,24
10,Gorj,Cerc 1,Suseni,Negre,Da,12
10,Vaslui,Cerc 1,Suseni,Negre,Da,12
10,Hunedoara,Cerc 3,Suseni,Negre,Da,9
10,Alba,Cerc 1,Suseni,Negre,Da,3
10,Valcea,Cerc 1,Suseni,Negre,Da,2
10,Dambovita,Cerc 1,Suseni-Socetu,Negre,Da,4
10,Bistrita-Nasaud,Cerc 1,Susenii Bargaului,Negre,Da,73
10,Mehedinti,Cerc 3,Susita,Negre,Da,23
10,Arges,Cerc 1,Suslanesti,Negre,Da,14
10,Bihor,Cerc 3,Sustiu,Negre,Da,34
10,Timis,Cerc 1,Sustra,Negre,Da,24
10,Bihor,Cerc 1,Susturogi,Negre,Da,6
10,Valcea,Cerc 1,Suta,Negre,Da,3
10,Dambovita,Cerc 1,Suta Seaca,Negre,Da,51
10,Braila,Cerc 1,Sutesti,Negre,Da,346
10,Valcea,Cerc 3,Sutesti,Negre,Da,46
10,Salaj,Cerc 1,Sutoru,Negre,Da,13
10,Komárom-Esztergom,Resedinta,Sütto,Negre,Da,6
10,Cluj,Cerc 3,Sutu,Negre,Da,3
10,Mures,Cerc 1,Suveica,Negre,Da,6
10,Dambovita,Cerc 1,Suvita,Negre,Da,6
10,Mehedinti,Cerc 3,Svinita,Negre,Da,51
10,Fejér,Resedinta,Szabadbattyán,Negre,Da,9
10,Fejér,Resedinta,Szabadegyháza,Negre,Da,6
10,Fejér,Resedinta,Szabadhídvég,Negre,Da,4
10,Somogy,Resedinta,Szabadi,Negre,Da,1
10,Békés,Resedinta,Szabadkígyós,Negre,Da,11
10,Bács-Kiskun,Resedinta,Szabadszállás,Negre,Da,69
10,Baranya,Resedinta,Szabadszentkirály,Negre,Da,3
10,Somogy,Resedinta,Szabás,Negre,Da,2
10,Szabolcs-Szatmár-Bereg,Resedinta,Szabolcs,Negre,Da,1
10,Szabolcs-Szatmár-Bereg,Resedinta,Szabolcsbáka,Negre,Da,1
10,Szabolcs-Szatmár-Bereg,Resedinta,Szabolcsveresmart,Negre,Da,2
10,Pest,Resedinta,Szada,Negre,Da,93
10,Baranya,Resedinta,Szágy,Negre,Da,1
10,Baranya,Resedinta,Szajk,Negre,Da,1
10,Jász-Nagykun-Szolnok,Resedinta,Szajol,Negre,Da,9
10,Borsod-Abaúj-Zemplén,Resedinta,Szakáld,Negre,Da,1
10,Tolna,Resedinta,Szakály,Negre,Da,6
10,Bács-Kiskun,Resedinta,Szakmár,Negre,Da,1
10,Szabolcs-Szatmár-Bereg,Resedinta,Szakoly,Negre,Da,6
10,Komárom-Esztergom,Resedinta,Szákszend,Negre,Da,2
10,Borsod-Abaúj-Zemplén,Resedinta,Szalaszend,Negre,Da,4
10,Baranya,Resedinta,Szalatnak,Negre,Da,1
10,Bács-Kiskun,Resedinta,Szalkszentmárton,Negre,Da,8
10,Borsod-Abaúj-Zemplén,Resedinta,Szalonna,Negre,Da,1
10,Szabolcs-Szatmár-Bereg,Resedinta,Szamosangyalos,Negre,Da,1
10,Szabolcs-Szatmár-Bereg,Resedinta,Szamoskér,Negre,Da,3
10,Szabolcs-Szatmár-Bereg,Resedinta,Szamosszeg,Negre,Da,5
10,Bács-Kiskun,Resedinta,Szank,Negre,Da,2
10,Somogy,Resedinta,Szántód,Negre,Da,1
10,Győr-Moson-Sopron,Resedinta,Szany,Negre,Da,5
10,Fejér,Resedinta,Szár,Negre,Da,2
10,Tolna,Resedinta,Szárazd,Negre,Da,1
10,Győr-Moson-Sopron,Resedinta,Szárföld,Negre,Da,2
10,Komárom-Esztergom,Resedinta,Szárliget,Negre,Da,2
10,Békés,Resedinta,Szarvas,Negre,Da,134
10,Nógrád,Resedinta,Szarvasgede,Negre,Da,1
10,Baranya,Resedinta,Szászvár,Negre,Da,7
10,Szabolcs-Szatmár-Bereg,Resedinta,Szatmárcseke,Negre,Da,1
10,Csongrád-Csanád,Resedinta,Szatymaz,Negre,Da,31
10,Pest,Resedinta,Százhalombatta,Negre,Da,201
10,Szczecin,Resedinta,Szczecin,Negre,Da,1
10,Brzeski,Resedinta,Szczurowa,Negre,Da,2
10,Szczycienski,Resedinta,Szczytno,Negre,Da,5
10,Nógrád,Resedinta,Szécsénke,Negre,Da,2
10,Nógrád,Resedinta,Szécsény,Negre,Da,83
10,Nógrád,Resedinta,Szécsényfelfalu,Negre,Da,2
10,Baranya,Resedinta,Szederkény,Negre,Da,5
10,Tolna,Resedinta,Szedres,Negre,Da,2
10,Csongrád-Csanád,Resedinta,Szeged,Negre,Da,"2,120"
10,Békés,Resedinta,Szeghalom,Negre,Da,89
10,Borsod-Abaúj-Zemplén,Resedinta,Szegi,Negre,Da,1
10,Borsod-Abaúj-Zemplén,Resedinta,Szegilong,Negre,Da,1
10,Csongrád-Csanád,Resedinta,Szegvár,Negre,Da,21
10,Szabolcs-Szatmár-Bereg,Resedinta,Székely,Negre,Da,1
10,Fejér,Resedinta,Székesfehérvár,Negre,Da,"1,417"
10,Csongrád-Csanád,Resedinta,Székkutas,Negre,Da,4
10,Tolna,Resedinta,Szekszárd,Negre,Da,361
10,Vas,Resedinta,Szeleste,Negre,Da,1
10,Jász-Nagykun-Szolnok,Resedinta,Szelevény,Negre,Da,2
10,Nógrád,Resedinta,Szendehely,Negre,Da,1
10,Borsod-Abaúj-Zemplén,Resedinta,Szendro,Negre,Da,8
10,Borsod-Abaúj-Zemplén,Resedinta,Szendrolád,Negre,Da,7
10,Somogy,Resedinta,Szenta,Negre,Da,1
10,Somogy,Resedinta,Szentbalázs,Negre,Da,1
10,Veszprém,Resedinta,Szentbékkálla,Negre,Da,2
10,Baranya,Resedinta,Szentdénes,Negre,Da,2
10,Heves,Resedinta,Szentdomonkos,Negre,Da,1
10,Pest,Resedinta,Szentendre,Negre,Da,413
10,Csongrád-Csanád,Resedinta,Szentes,Negre,Da,234
10,Veszprém,Resedinta,Szentgál,Negre,Da,8
10,Somogy,Resedinta,Szentgáloskér,Negre,Da,1
10,Vas,Resedinta,Szentgotthárd,Negre,Da,128
10,Zala,Resedinta,Szentgyörgyvölgy,Negre,Da,3
10,Borsod-Abaúj-Zemplén,Resedinta,Szentistván,Negre,Da,6
10,Borsod-Abaúj-Zemplén,Resedinta,Szentistvánbaksa,Negre,Da,2
10,Bács-Kiskun,Resedinta,Szentkirály,Negre,Da,3
10,Veszprém,Resedinta,Szentkirályszabadja,Negre,Da,3
10,Zala,Resedinta,Szentkozmadombja,Negre,Da,1
10,Baranya,Resedinta,Szentlászló,Negre,Da,2
10,Baranya,Resedinta,Szentlorinc,Negre,Da,21
10,Pest,Resedinta,Szentlorinckáta,Negre,Da,2
10,Pest,Resedinta,Szentmártonkáta,Negre,Da,7
10,Vas,Resedinta,Szentpéterfa,Negre,Da,3
10,Hajdú-Bihar,Resedinta,Szentpéterszeg,Negre,Da,5
10,Zala,Resedinta,Szentpéterúr,Negre,Da,1
10,Zala,Resedinta,Szepetnek,Negre,Da,4
10,Győr-Moson-Sopron,Resedinta,Szerecseny,Negre,Da,1
10,Bács-Kiskun,Resedinta,Szeremle,Negre,Da,2
10,Borsod-Abaúj-Zemplén,Resedinta,Szerencs,Negre,Da,152
10,Pest,Resedinta,Szigetbecse,Negre,Da,3
10,Pest,Resedinta,Szigetcsép,Negre,Da,6
10,Pest,Resedinta,Szigethalom,Negre,Da,270
10,Pest,Resedinta,Szigetmonostor,Negre,Da,11
10,Pest,Resedinta,Szigetszentmárton,Negre,Da,3
10,Pest,Resedinta,Szigetszentmiklós,Negre,Da,426
10,Pest,Resedinta,Szigetújfalu,Negre,Da,4
10,Baranya,Resedinta,Szigetvár,Negre,Da,124
10,Veszprém,Resedinta,Szigliget,Negre,Da,3
10,Heves,Resedinta,Szihalom,Negre,Da,2
10,Borsod-Abaúj-Zemplén,Resedinta,Szikszó,Negre,Da,84
10,Győr-Moson-Sopron,Resedinta,Szil,Negre,Da,3
10,Nógrád,Resedinta,Szilaspogony,Negre,Da,1
10,Baranya,Resedinta,Szilvás,Negre,Da,1
10,Heves,Resedinta,Szilvásvárad,Negre,Da,9
10,Nógrád,Resedinta,Szirák,Negre,Da,3
10,Borsod-Abaúj-Zemplén,Resedinta,Szirmabesenyo,Negre,Da,8
10,Pest,Resedinta,Szob,Negre,Da,43
10,Veszprém,Resedinta,Szoc,Negre,Da,1
10,Vas,Resedinta,Szoce,Negre,Da,3
10,Pest,Resedinta,Szod,Negre,Da,7
10,Pest,Resedinta,Szodliget,Negre,Da,115
10,Somogy,Resedinta,Szokedencs,Negre,Da,1
10,Pest,Resedinta,Szokolya,Negre,Da,1
10,Somogy,Resedinta,Szólád,Negre,Da,4
10,Jász-Nagykun-Szolnok,Resedinta,Szolnok,Negre,Da,731
10,Jász-Nagykun-Szolnok,Resedinta,"Szolnok, Szandaszollos",Negre,Da,6
10,Borsod-Abaúj-Zemplén,Resedinta,Szolosardó,Negre,Da,5
10,Somogy,Resedinta,Szolosgyörök,Negre,Da,1
10,Vas,Resedinta,Szombathely,Negre,Da,966
10,Vas,Resedinta,"Szombathely, Herény",Negre,Da,1
10,Komárom-Esztergom,Resedinta,Szomód,Negre,Da,4
10,Borsod-Abaúj-Zemplén,Resedinta,Szomolya,Negre,Da,4
10,Komárom-Esztergom,Resedinta,Szomor,Negre,Da,2
10,Baranya,Resedinta,Szörény,Negre,Da,1
10,Heves,Resedinta,Szúcs,Negre,Da,2
10,Heves,Resedinta,Szucsi,Negre,Da,1
10,Nógrád,Resedinta,Szügy,Negre,Da,1
10,Nógrád,Resedinta,Szuha,Negre,Da,3
10,Borsod-Abaúj-Zemplén,Resedinta,Szuhafo,Negre,Da,2
10,Borsod-Abaúj-Zemplén,Resedinta,Szuhakálló,Negre,Da,1
10,Baranya,Resedinta,Szulimán,Negre,Da,2
10,Baranya,Resedinta,Szur,Negre,Da,1
10,Nógrád,Resedinta,Szurdokpüspöki,Negre,Da,4
10,Somogy,Resedinta,Tab,Negre,Da,22
10,Fejér,Resedinta,Tabajd,Negre,Da,2
10,Vaslui,Cerc 3,Tabalaiesti,Negre,Da,1
10,Iasi,Cerc 1,Tabara,Negre,Da,39
10,Neamt,Cerc 1,Tabara,Negre,Da,3
10,Buzau,Cerc 1,Tabarasti,Negre,Da,109
10,Bács-Kiskun,Resedinta,Tabdi,Negre,Da,5
10,Olt,Cerc 1,Tabonu,Negre,Da,5
10,Pest,Resedinta,Táborfalva,Negre,Da,3
10,Vrancea,Cerc 3,Tabucesti,Negre,Da,1
10,Fejér,Resedinta,Tác,Negre,Da,2
10,Vaslui,Cerc 1,Tacuta,Negre,Da,45
10,Cluj,Cerc 1,Taga,Negre,Da,64
10,Arad,Cerc 3,Tagadau,Negre,Da,31
10,Bistrita-Nasaud,Cerc 3,Tagsoru,Negre,Da,6
10,Bistrita-Nasaud,Cerc 3,Tagu,Negre,Da,26
10,Pest,Resedinta,Tahitótfalu,Negre,Da,82
10,Pest,Resedinta,"Tahitótfalu, Tahi",Negre,Da,4
10,Harghita,Cerc 3,Taietura,Negre,Da,9
10,Veszprém,Resedinta,Takácsi,Negre,Da,3
10,Pest,Resedinta,Taksony,Negre,Da,66
10,Borsod-Abaúj-Zemplén,Resedinta,Taktaharkány,Negre,Da,9
10,Borsod-Abaúj-Zemplén,Resedinta,Taktakenéz,Negre,Da,1
10,Borsod-Abaúj-Zemplén,Resedinta,Taktaszada,Negre,Da,7
10,Arad,Cerc 3,Talagiu,Negre,Da,20
10,Prahova,Cerc 3,Talea,Negre,Da,43
10,Covasna,Cerc 3,Talisoara,Negre,Da,66
10,Borsod-Abaúj-Zemplén,Resedinta,Tállya,Negre,Da,6
10,Sibiu,Cerc 1,Talmacel,Negre,Da,78
10,Sibiu,Cerc 1,Talmaciu,Negre,Da,"2,052"
10,Botosani,Cerc 1,Talpa,Negre,Da,24
10,Teleorman,Cerc 1,Talpa,Negre,Da,12
10,Neamt,Cerc 1,Talpa,Negre,Da,8
10,Teleorman,Cerc 1,Talpa Postei,Negre,Da,5
10,Teleorman,Cerc 1,Talpa-Bascoveni,Negre,Da,21
10,Teleorman,Cerc 1,Talpa-Ograzile,Negre,Da,57
10,Neamt,Cerc 1,Talpalai,Negre,Da,5
10,Dolj,Cerc 3,Talpas,Negre,Da,34
10,Gorj,Cerc 1,Talpasesti,Negre,Da,11
10,Bihor,Cerc 3,Talpe,Negre,Da,9
10,Galati,Cerc 3,Talpigi,Negre,Da,110
10,Bihor,Cerc 3,Talpos,Negre,Da,112
10,Gorj,Cerc 1,Talvesti,Negre,Da,24
10,Calarasi,Cerc 3,Tamadau Mare,Negre,Da,103
10,Calarasi,Cerc 3,Tamadau Mic,Negre,Da,4
10,Maramures,Cerc 1,Tamaia,Negre,Da,116
10,Galati,Cerc 1,Tamaoani,Negre,Da,63
10,Salaj,Cerc 3,Tamasa,Negre,Da,16
10,Hunedoara,Cerc 1,Tamasasa,Negre,Da,4
10,Bihor,Cerc 3,Tamasda,Negre,Da,68
10,Neamt,Cerc 1,Tamaseni,Negre,Da,506
10,Satu Mare,Cerc 3,Tamaseni,Negre,Da,22
10,Gorj,Cerc 1,Tamasesti,Negre,Da,16
10,Maramures,Cerc 3,Tamasesti,Negre,Da,14
10,Hunedoara,Cerc 3,Tamasesti,Negre,Da,5
10,Bihor,Cerc 1,Tamaseu,Negre,Da,88
10,Covasna,Cerc 3,Tamasfalau,Negre,Da,27
10,Bucuresti & Ilfov,Resedinta,Tamasi,Negre,Da,"1,978"
10,Bacau,Cerc 1,Tamasi,Negre,Da,65
10,Tolna,Resedinta,Tamási,Negre,Da,105
10,Bacau,Cerc 3,Tamasoaia,Negre,Da,11
